아파트명,구,동,준공년도,전용면적(㎡),실거래가(만원),층수,계약일
래미안블레스티지,강남구,개포동,2019,99,373000,31,2022-07-11
삼익대청아파트,강남구,개포동,1992,39,119000,12,2022-08-08
삼익대청아파트,강남구,개포동,1992,51,157000,2,2022-03-26
삼익대청아파트,강남구,개포동,1992,51,100000,15,2022-12-16
삼익대청아파트,강남구,개포동,1992,60,122000,10,2022-10-18
삼익대청아파트,강남구,개포동,1992,60,134000,7,2022-11-14
새롬(1164-12),강남구,개포동,2000,73,111500,6,2022-07-15
성원대치2단지아파트,강남구,개포동,1992,33,125000,7,2022-01-08
성원대치2단지아파트,강남구,개포동,1992,33,120000,5,2022-01-11
성원대치2단지아파트,강남구,개포동,1992,33,120000,8,2022-01-25
성원대치2단지아파트,강남구,개포동,1992,33,118000,7,2022-03-18
성원대치2단지아파트,강남구,개포동,1992,33,120000,12,2022-03-27
성원대치2단지아파트,강남구,개포동,1992,33,110000,9,2022-04-18
성원대치2단지아파트,강남구,개포동,1992,33,108000,15,2022-06-01
성원대치2단지아파트,강남구,개포동,1992,33,95000,4,2022-06-30
성원대치2단지아파트,강남구,개포동,1992,33,92000,12,2022-09-24
성원대치2단지아파트,강남구,개포동,1992,33,88000,8,2022-10-18
성원대치2단지아파트,강남구,개포동,1992,33,84700,13,2022-11-16
성원대치2단지아파트,강남구,개포동,1992,39,145000,8,2022-04-07
성원대치2단지아파트,강남구,개포동,1992,39,130500,6,2022-07-09
성원대치2단지아파트,강남구,개포동,1992,39,102500,3,2022-11-15
성원대치2단지아파트,강남구,개포동,1992,49,150000,8,2022-07-04
성원대치2단지아파트,강남구,개포동,1992,49,133000,1,2022-08-10
성원대치2단지아파트,강남구,개포동,1992,49,136000,14,2022-08-31
성원대치2단지아파트,강남구,개포동,1992,49,104000,4,2022-12-23
우성8,강남구,개포동,1987,79,240000,6,2022-04-27
현대1차101동~106동,강남구,개포동,1984,95,275000,2,2022-01-05
현대2,강남구,개포동,1986,84,272000,8,2022-01-15
현대2,강남구,개포동,1986,84,265000,7,2022-03-30
현대2,강남구,개포동,1986,131,291500,3,2022-04-21
e-편한세상,강남구,논현동,2005,129,192000,10,2022-04-05
거평프리젠,강남구,논현동,1996,30,40000,11,2022-05-30
거평프리젠,강남구,논현동,1996,32,40000,6,2022-01-15
거평프리젠,강남구,논현동,1996,39,54000,7,2022-05-27
경남논현,강남구,논현동,1996,83,131000,5,2022-06-21
그랑디오스,강남구,논현동,2004,132,159140,5,2022-01-08
논현동한화꿈에그린,강남구,논현동,2005,67,85600,2,2022-05-26
논현아이파크,강남구,논현동,2020,84,195000,19,2022-09-02
더원센트럴,강남구,논현동,2018,26,49500,5,2022-05-18
동부센트레빌,강남구,논현동,2003,84,198000,19,2022-04-26
동부센트레빌,강남구,논현동,2003,84,192000,8,2022-06-11
동양파라곤,강남구,논현동,2004,144,310000,9,2022-10-11
동양파라곤,강남구,논현동,2004,157,320000,7,2022-01-18
동양파라곤,강남구,논현동,2004,157,303000,4,2022-05-24
동양파라곤,강남구,논현동,2004,160,333000,14,2022-03-21
동양파라곤,강남구,논현동,2004,180,245000,5,2022-04-21
동양파라곤,강남구,논현동,2004,180,224000,11,2022-04-22
동현아파트1~6,강남구,논현동,1985,84,227500,10,2022-02-18
동현아파트1~6,강남구,논현동,1985,119,290000,11,2022-04-23
동현아파트1~6,강남구,논현동,1985,120,273000,8,2022-03-31
두산위브1단지,강남구,논현동,2004,110,219000,9,2022-07-18
두산위브2단지,강남구,논현동,2004,106,206000,9,2022-04-16
로체샤르캐슬,강남구,논현동,2009,106,139000,4,2022-11-10
마일스디오빌,강남구,논현동,2004,36,37000,4,2022-01-26
마일스디오빌,강남구,논현동,2004,36,42000,14,2022-01-27
마일스디오빌,강남구,논현동,2004,36,39000,9,2022-02-19
마일스디오빌,강남구,논현동,2004,36,40900,14,2022-03-30
마일스디오빌,강남구,논현동,2004,36,40500,8,2022-06-02
마일스디오빌,강남구,논현동,2004,36,40300,6,2022-06-07
마일스디오빌,강남구,논현동,2004,36,41500,13,2022-06-17
마일스디오빌,강남구,논현동,2004,36,40500,13,2022-06-28
마일스디오빌,강남구,논현동,2004,36,39500,12,2022-07-07
마일스디오빌,강남구,논현동,2004,36,38500,11,2022-08-06
마일스디오빌,강남구,논현동,2004,36,38000,14,2022-08-08
마일스디오빌,강남구,논현동,2004,36,38500,15,2022-08-12
마일스디오빌,강남구,논현동,2004,36,37800,3,2022-08-27
마일스디오빌,강남구,논현동,2004,36,38500,3,2022-08-27
마일스디오빌,강남구,논현동,2004,36,39000,4,2022-09-03
벨러스빌,강남구,논현동,2004,86,65000,5,2022-02-14
신동아(22),강남구,논현동,1997,35,95000,3,2022-04-04
신동아(22),강남구,논현동,1997,35,98000,11,2022-04-23
신동아(22),강남구,논현동,1997,35,95000,3,2022-05-26
신동아(22),강남구,논현동,1997,35,99500,5,2022-06-17
신동아(22),강남구,논현동,1997,35,89000,1,2022-09-24
신동아(22),강남구,논현동,1997,84,180000,6,2022-03-19
신동아(22),강남구,논현동,1997,114,229000,10,2022-02-04
아크로힐스논현,강남구,논현동,2014,84,210000,4,2022-02-24
아크로힐스논현,강남구,논현동,2014,84,246000,24,2022-07-15
아크로힐스논현,강남구,논현동,2014,113,320000,20,2022-05-23
아크로힐스논현,강남구,논현동,2014,113,240000,14,2022-10-28
요진보네르,강남구,논현동,2003,129,106000,1,2022-07-06
우민,강남구,논현동,2002,74,123000,2,2022-05-19
우민,강남구,논현동,2002,74,135000,4,2022-05-19
이산,강남구,논현동,2011,46,31000,3,2022-03-02
제이빌,강남구,논현동,2004,52,71000,1,2022-04-11
펜트힐루논현,강남구,논현동,2021,42,105000,8,2022-04-15
펜트힐루논현,강남구,논현동,2021,43,110000,7,2022-04-15
펜트힐루논현,강남구,논현동,2021,43,102000,6,2022-07-08
펜트힐루논현,강남구,논현동,2021,43,110000,4,2022-07-08
한양수자인어반게이트,강남구,논현동,2013,16,21200,3,2022-05-27
한양수자인어반게이트,강남구,논현동,2013,16,20500,7,2022-06-17
한양수자인어반게이트,강남구,논현동,2013,16,22000,7,2022-06-28
한양수자인어반게이트,강남구,논현동,2013,16,21500,6,2022-07-14
한양수자인어반게이트,강남구,논현동,2013,16,20500,6,2022-08-04
한양수자인어반게이트,강남구,논현동,2013,20,22300,5,2022-07-04
한양수자인어반게이트,강남구,논현동,2013,20,28000,7,2022-11-02
한진로즈힐,강남구,논현동,2004,84,172500,2,2022-05-24
한진로즈힐,강남구,논현동,2004,103,198000,8,2022-04-22
개포우성1,강남구,대치동,1983,84,310000,14,2022-07-10
개포우성1,강남구,대치동,1983,84,290000,8,2022-08-30
개포우성1,강남구,대치동,1983,127,375000,1,2022-03-24
개포우성1,강남구,대치동,1983,127,409000,11,2022-03-30
개포우성1,강남구,대치동,1983,158,510000,12,2022-03-19
대우아이빌멤버스(891-26),강남구,대치동,2003,35,34000,7,2022-02-18
대우아이빌멤버스(891-26),강남구,대치동,2003,35,33500,7,2022-05-13
대우아이빌멤버스(891-26),강남구,대치동,2003,35,34000,8,2022-07-04
대우아이빌멤버스(891-26),강남구,대치동,2003,46,50000,11,2022-03-29
대우아이빌멤버스(891-26),강남구,대치동,2003,51,54500,10,2022-02-15
대우아이빌명문가(891-23),강남구,대치동,2004,33,34000,11,2022-05-04
대우아이빌명문가(891-23),강남구,대치동,2004,34,30750,8,2022-02-11
대우아이빌명문가(891-23),강남구,대치동,2004,34,30000,10,2022-05-23
대우아이빌명문가(891-23),강남구,대치동,2004,35,29000,7,2022-01-13
대우아이빌명문가(891-23),강남구,대치동,2004,35,29000,8,2022-02-08
대우아이빌명문가(891-23),강남구,대치동,2004,35,33300,10,2022-04-21
대치동우정에쉐르1,강남구,대치동,2004,59,92000,9,2022-04-08
대치동우정에쉐르1,강남구,대치동,2004,59,80000,5,2022-05-20
대치삼성,강남구,대치동,2000,97,254000,11,2022-11-05
대치아이파크,강남구,대치동,2008,59,210000,11,2022-08-18
대치아이파크,강남구,대치동,2008,114,380000,6,2022-07-07
대치아이파크,강남구,대치동,2008,119,400000,20,2022-03-29
"대치우성아파트1동,2동,3동,5동,6동,7동",강남구,대치동,1984,115,270000,12,2022-10-20
"대치우성아파트1동,2동,3동,5동,6동,7동",강남구,대치동,1984,115,260000,4,2022-11-22
대치현대,강남구,대치동,1999,85,246000,9,2022-06-10
동부센트레빌,강남구,대치동,2005,121,440000,15,2022-04-30
동부센트레빌,강남구,대치동,2005,145,425000,21,2022-01-07
동부센트레빌,강남구,대치동,2005,145,470000,19,2022-04-09
동부센트레빌,강남구,대치동,2005,161,505000,5,2022-02-14
래미안대치팰리스,강남구,대치동,2015,84,330000,14,2022-04-20
래미안대치팰리스,강남구,대치동,2015,91,328000,35,2022-05-26
래미안대치팰리스,강남구,대치동,2015,91,291000,20,2022-11-17
래미안대치팰리스,강남구,대치동,2015,94,348000,15,2022-11-16
래미안대치팰리스,강남구,대치동,2015,114,488000,2,2022-04-23
래미안대치팰리스,강남구,대치동,2015,114,485000,22,2022-10-11
래미안대치팰리스,강남구,대치동,2015,151,530000,31,2022-06-30
래미안대치하이스턴,강남구,대치동,1989,110,280000,14,2022-01-08
롯데캐슬,강남구,대치동,2002,105,260000,8,2022-06-17
롯데캐슬,강남구,대치동,2002,135,294000,12,2022-03-05
선경1차(1동-7동),강남구,대치동,1983,84,320000,13,2022-04-11
선경1차(1동-7동),강남구,대치동,1983,117,384000,10,2022-04-11
선경1차(1동-7동),강남구,대치동,1983,136,385000,11,2022-11-11
선경3차,강남구,대치동,1990,76,210000,7,2022-11-03
선릉역대우아이빌(890-49),강남구,대치동,2004,20,19000,11,2022-05-02
선릉역대우아이빌(890-49),강남구,대치동,2004,25,22500,15,2022-10-25
선릉역대우아이빌(890-49),강남구,대치동,2004,28,25000,12,2022-03-10
선릉역대우아이빌(890-49),강남구,대치동,2004,28,24500,13,2022-10-14
쌍용대치2,강남구,대치동,1983,120,310000,7,2022-02-11
"쌍용대치아파트1동,2동,3동,5동,6동",강남구,대치동,1983,83,270000,12,2022-01-28
"쌍용대치아파트1동,2동,3동,5동,6동",강남구,대치동,1983,83,279000,11,2022-06-07
아름빌(889-74),강남구,대치동,2003,30,29500,8,2022-05-13
은마,강남구,대치동,1979,76,249000,9,2022-01-11
은마,강남구,대치동,1979,76,214000,1,2022-02-08
은마,강남구,대치동,1979,76,228000,2,2022-03-17
은마,강남구,대치동,1979,76,245000,1,2022-04-23
은마,강남구,대치동,1979,76,250000,6,2022-05-11
은마,강남구,대치동,1979,76,250000,2,2022-05-25
은마,강남구,대치동,1979,76,254000,8,2022-05-31
은마,강남구,대치동,1979,76,240000,3,2022-07-07
은마,강남구,대치동,1979,76,248000,8,2022-07-08
은마,강남구,대치동,1979,76,214000,13,2022-09-17
은마,강남구,대치동,1979,76,199000,2,2022-10-08
은마,강남구,대치동,1979,76,191500,10,2022-11-05
은마,강남구,대치동,1979,76,177000,1,2022-11-08
은마,강남구,대치동,1979,76,185000,4,2022-12-03
은마,강남구,대치동,1979,76,189500,6,2022-12-05
은마,강남구,대치동,1979,76,187000,5,2022-12-06
은마,강남구,대치동,1979,76,189000,10,2022-12-16
은마,강남구,대치동,1979,76,190000,12,2022-12-22
은마,강남구,대치동,1979,76,182500,14,2022-12-23
은마,강남구,대치동,1979,76,182000,8,2022-12-28
은마,강남구,대치동,1979,76,184500,2,2022-12-30
은마,강남구,대치동,1979,76,184000,2,2022-12-31
은마,강남구,대치동,1979,84,255000,4,2022-02-22
은마,강남구,대치동,1979,84,265000,7,2022-04-14
은마,강남구,대치동,1979,84,262500,2,2022-04-28
은마,강남구,대치동,1979,84,270000,13,2022-05-20
은마,강남구,대치동,1979,84,257000,5,2022-08-10
은마,강남구,대치동,1979,84,250000,10,2022-09-15
은마,강남구,대치동,1979,84,210000,2,2022-10-20
은마,강남구,대치동,1979,84,235000,10,2022-11-01
은마,강남구,대치동,1979,84,220000,4,2022-11-16
은마,강남구,대치동,1979,84,215000,5,2022-11-21
은마,강남구,대치동,1979,84,226000,12,2022-11-22
은마,강남구,대치동,1979,84,220000,10,2022-12-24
은마,강남구,대치동,1979,84,231000,8,2022-12-26
청암빌라트,강남구,대치동,1991,163,260000,1,2022-09-17
청암빌라트,강남구,대치동,1991,163,270000,1,2022-09-17
테헤란로대우아이빌(891-6),강남구,대치동,2004,29,37500,12,2022-08-16
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,38000,15,2022-02-03
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,43600,23,2022-02-04
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,34000,3,2022-03-28
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,39500,9,2022-04-28
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,39500,20,2022-05-14
테헤란로대우아이빌(891-6),강남구,대치동,2004,33,39800,9,2022-11-05
테헤란로대우아이빌(891-6),강남구,대치동,2004,35,42200,23,2022-03-10
테헤란로대우아이빌(891-6),강남구,대치동,2004,35,42300,16,2022-06-08
테헤란로대우아이빌(891-6),강남구,대치동,2004,35,42500,15,2022-08-02
테헤란로대우아이빌(891-6),강남구,대치동,2004,35,44000,10,2022-10-09
테헤란로대우아이빌(891-6),강남구,대치동,2004,59,91500,15,2022-05-28
테헤란로대우아이빌(891-6),강남구,대치동,2004,65,85000,26,2022-06-01
포스코더샵,강남구,대치동,2004,139,290000,11,2022-12-30
한보미도맨션1,강남구,대치동,1983,128,390000,13,2022-04-22
한보미도맨션1,강남구,대치동,1983,128,383500,12,2022-05-12
한보미도맨션1,강남구,대치동,1983,128,383000,11,2022-06-14
한보미도맨션1,강남구,대치동,1983,128,387000,4,2022-06-24
한보미도맨션2,강남구,대치동,1985,126,380000,10,2022-06-24
한보미도맨션2,강남구,대치동,1985,126,380000,7,2022-07-12
한보미도맨션2,강남구,대치동,1985,190,430000,11,2022-04-14
한보미도맨션2,강남구,대치동,1985,190,507500,8,2022-05-09
현대1,강남구,대치동,1990,84,205000,13,2022-08-16
SK허브프리모,강남구,도곡동,2006,33,37400,8,2022-01-18
SK허브프리모,강남구,도곡동,2006,33,36800,8,2022-02-18
SK허브프리모,강남구,도곡동,2006,33,40800,15,2022-04-12
SK허브프리모,강남구,도곡동,2006,33,38000,6,2022-08-05
SK허브프리모,강남구,도곡동,2006,67,84500,17,2022-04-08
SK허브프리모,강남구,도곡동,2006,67,80000,15,2022-06-17
그랜빌캐슬,강남구,도곡동,2003,125,130500,2,2022-03-29
그랜빌캐슬,강남구,도곡동,2003,125,208000,1,2022-05-17
대림아크로빌,강남구,도곡동,1999,130,277000,31,2022-02-14
대림아크로빌,강남구,도곡동,1999,138,300000,46,2022-06-01
대림아크로빌,강남구,도곡동,1999,146,295000,38,2022-03-31
대림아크로빌,강남구,도곡동,1999,172,260000,31,2022-12-15
대림아크로빌,강남구,도곡동,1999,177,260000,22,2022-12-09
대명비발디,강남구,도곡동,2003,77,96500,6,2022-12-17
대명비발디,강남구,도곡동,2003,82,99500,3,2022-11-07
대우디오빌,강남구,도곡동,2004,25,24000,7,2022-02-05
대우디오빌,강남구,도곡동,2004,25,23800,8,2022-03-17
대우디오빌,강남구,도곡동,2004,25,25650,10,2022-08-15
대우디오빌,강남구,도곡동,2004,25,26000,12,2022-08-20
대우디오빌,강남구,도곡동,2004,31,31100,10,2022-02-26
대우디오빌,강남구,도곡동,2004,31,29900,8,2022-08-10
대우디오빌,강남구,도곡동,2004,31,30500,11,2022-10-29
도곡1차아이파크,강남구,도곡동,2007,84,195000,1,2022-04-15
도곡1차아이파크,강남구,도곡동,2007,130,283000,27,2022-03-12
도곡1차아이파크,강남구,도곡동,2007,130,303000,27,2022-04-27
도곡1차아이파크,강남구,도곡동,2007,130,290000,8,2022-07-07
도곡3차아이파크,강남구,도곡동,2007,181,310000,8,2022-04-14
도곡3차아이파크,강남구,도곡동,2007,187,310000,5,2022-04-04
도곡3차아이파크,강남구,도곡동,2007,187,300000,1,2022-05-11
도곡렉슬,강남구,도곡동,2006,59,240000,13,2022-09-08
도곡렉슬,강남구,도곡동,2006,84,313000,16,2022-03-14
도곡렉슬,강남구,도곡동,2006,84,310000,7,2022-06-01
도곡렉슬,강남구,도곡동,2006,84,160000,13,2022-06-17
도곡렉슬,강남구,도곡동,2006,84,299000,14,2022-07-16
도곡렉슬,강남구,도곡동,2006,84,315000,15,2022-08-16
도곡렉슬,강남구,도곡동,2006,84,280000,17,2022-08-28
도곡렉슬,강남구,도곡동,2006,84,278000,9,2022-09-27
도곡렉슬,강남구,도곡동,2006,134,423000,21,2022-08-02
도곡렉슬,강남구,도곡동,2006,176,580000,7,2022-04-20
도곡렉슬,강남구,도곡동,2006,176,550000,14,2022-06-30
도곡스타빌,강남구,도곡동,2006,53,86000,4,2022-06-15
도곡쌍용예가,강남구,도곡동,1978,107,222000,11,2022-03-08
도곡쌍용예가,강남구,도곡동,1978,107,224000,3,2022-05-05
도곡쌍용예가,강남구,도곡동,1978,207,260000,7,2022-05-13
도곡우성아파트,강남구,도곡동,1986,84,210000,8,2022-03-29
도곡우성아파트,강남구,도곡동,1986,84,217000,5,2022-04-19
도곡우성아파트,강남구,도곡동,1986,84,225000,11,2022-05-12
도곡지웰카운티101동,강남구,도곡동,2010,107,190000,4,2022-03-10
도곡지웰카운티101동,강남구,도곡동,2010,107,180000,3,2022-04-26
도곡지웰카운티101동,강남구,도곡동,2010,107,183000,1,2022-12-17
도곡현대힐스테이트105동,강남구,도곡동,1999,164,225000,4,2022-03-30
래미안도곡카운티,강남구,도곡동,2016,59,225000,20,2022-02-23
래미안도곡카운티,강남구,도곡동,2016,106,344000,4,2022-03-11
래미안도곡카운티,강남구,도곡동,2016,106,355000,7,2022-05-05
래미안도곡카운티,강남구,도곡동,2016,106,370000,15,2022-05-17
래미안도곡카운티,강남구,도곡동,2016,106,360000,17,2022-05-18
럭키(963),강남구,도곡동,1995,84,232000,11,2022-03-27
럭키(963),강남구,도곡동,1995,84,225000,7,2022-04-01
럭키(963),강남구,도곡동,1995,84,235500,7,2022-05-06
럭키(963),강남구,도곡동,1995,124,270000,2,2022-04-02
럭키(963),강남구,도곡동,1995,124,260000,1,2022-05-19
매봉삼성,강남구,도곡동,1999,59,160000,6,2022-03-24
삼성,강남구,도곡동,1994,73,144000,11,2022-11-09
삼성,강남구,도곡동,1994,84,220000,5,2022-01-15
삼성래미안,강남구,도곡동,2001,59,165000,1,2022-11-29
삼성래미안,강남구,도곡동,2001,89,245000,1,2022-02-16
상지리츠빌카일룸,강남구,도곡동,2018,210,610000,2,2022-03-17
아카데미스위트1,강남구,도곡동,2004,83,168000,23,2022-04-01
아카데미스위트1,강남구,도곡동,2004,122,220000,22,2022-01-06
아카데미스위트1,강남구,도곡동,2004,122,220000,11,2022-02-26
아카데미스위트1,강남구,도곡동,2004,128,243000,8,2022-06-24
아카데미스위트1,강남구,도곡동,2004,164,235000,15,2022-05-27
아카데미스위트1,강남구,도곡동,2004,164,275000,10,2022-08-13
우성4,강남구,도곡동,1985,126,330000,9,2022-08-28
우성4,강남구,도곡동,1985,152,389000,8,2022-04-19
우성4,강남구,도곡동,1985,152,370000,9,2022-06-17
우성사원5,강남구,도곡동,1986,70,230000,4,2022-05-14
우성사원5,강남구,도곡동,1986,70,230000,9,2022-05-17
우성사원5,강남구,도곡동,1986,78,234000,3,2022-02-19
우성캐릭터199,강남구,도곡동,1998,164,256000,16,2022-05-26
중명하니빌,강남구,도곡동,1997,30,49500,5,2022-01-14
타워팰리스1,강남구,도곡동,2002,84,270000,31,2022-05-16
타워팰리스1,강남구,도곡동,2002,84,275000,36,2022-05-26
타워팰리스1,강남구,도곡동,2002,84,275000,27,2022-05-30
타워팰리스1,강남구,도곡동,2002,84,264000,38,2022-09-06
타워팰리스1,강남구,도곡동,2002,120,234000,24,2022-05-26
타워팰리스1,강남구,도곡동,2002,121,370000,39,2022-02-23
타워팰리스1,강남구,도곡동,2002,121,337000,31,2022-05-23
타워팰리스1,강남구,도곡동,2002,137,375000,45,2022-05-15
타워팰리스1,강남구,도곡동,2002,137,345000,28,2022-11-30
타워팰리스1,강남구,도곡동,2002,164,435000,10,2022-02-19
타워팰리스1,강남구,도곡동,2002,164,420000,13,2022-04-06
타워팰리스1,강남구,도곡동,2002,164,400000,26,2022-04-16
타워팰리스1,강남구,도곡동,2002,164,435000,46,2022-06-06
타워팰리스1,강남구,도곡동,2002,164,425000,47,2022-06-29
타워팰리스1,강남구,도곡동,2002,164,480000,42,2022-07-07
타워팰리스1,강남구,도곡동,2002,174,480000,28,2022-07-19
타워팰리스1,강남구,도곡동,2002,244,730000,61,2022-09-21
타워팰리스1,강남구,도곡동,2002,301,870000,56,2022-05-12
타워팰리스2,강남구,도곡동,2003,111,284500,18,2022-05-05
타워팰리스2,강남구,도곡동,2003,115,310000,23,2022-05-24
타워팰리스2,강남구,도곡동,2003,124,335000,40,2022-03-29
타워팰리스2,강남구,도곡동,2003,130,340000,3,2022-07-27
타워팰리스2,강남구,도곡동,2003,154,410000,42,2022-01-12
타워팰리스2,강남구,도곡동,2003,160,380000,4,2022-02-21
타워팰리스2,강남구,도곡동,2003,164,404000,11,2022-02-10
타워팰리스2,강남구,도곡동,2003,164,430000,40,2022-10-20
타워팰리스2,강남구,도곡동,2003,176,450000,22,2022-09-19
타워팰리스2,강남구,도곡동,2003,223,595000,38,2022-10-18
타워팰리스3,강남구,도곡동,2004,124,300000,52,2022-02-10
타워팰리스3,강남구,도곡동,2004,141,370000,33,2022-02-21
타워팰리스3,강남구,도곡동,2004,163,420000,42,2022-01-27
타워팰리스3,강남구,도곡동,2004,244,554000,63,2022-03-30
타워팰리스3,강남구,도곡동,2004,244,610000,64,2022-08-29
포스코트,강남구,도곡동,2002,200,395000,14,2022-06-14
한라비발디,강남구,도곡동,2016,84,204350,10,2022-03-15
한신(개포),강남구,도곡동,1985,83,281000,5,2022-01-23
현대그린1,강남구,도곡동,2006,84,187000,6,2022-05-12
현대비젼21,강남구,도곡동,1999,32,45000,15,2022-05-11
현대비젼21,강남구,도곡동,1999,32,46000,24,2022-06-10
현대비젼21,강남구,도곡동,1999,32,50000,17,2022-07-13
현대비젼21,강남구,도곡동,1999,32,47000,22,2022-07-27
현대비젼21,강남구,도곡동,1999,34,54500,25,2022-05-04
현대비젼21,강남구,도곡동,1999,34,45000,13,2022-07-19
현대비젼21,강남구,도곡동,1999,35,50000,20,2022-01-14
현대향목빌라트,강남구,도곡동,1996,244,310000,6,2022-05-19
힐데스하임빌라,강남구,도곡동,1998,244,500000,6,2022-07-22
LG선릉에클라트(A),강남구,삼성동,2003,36,34800,5,2022-02-21
LG선릉에클라트(A),강남구,삼성동,2003,36,34750,5,2022-03-23
LG선릉에클라트(A),강남구,삼성동,2003,36,34500,6,2022-04-20
LG선릉에클라트(A),강남구,삼성동,2003,36,37500,2,2022-06-11
LG선릉에클라트(B),강남구,삼성동,2004,36,40200,11,2022-02-22
LG선릉에클라트(B),강남구,삼성동,2004,36,36700,10,2022-02-25
LG선릉에클라트(B),강남구,삼성동,2004,36,33000,13,2022-03-02
LG선릉에클라트(B),강남구,삼성동,2004,36,36200,11,2022-04-02
LG선릉에클라트(B),강남구,삼성동,2004,36,38200,12,2022-04-02
LG선릉에클라트(B),강남구,삼성동,2004,36,32000,12,2022-06-07
LG선릉에클라트(B),강남구,삼성동,2004,36,30000,10,2022-07-12
LG선릉에클라트(B),강남구,삼성동,2004,36,35000,13,2022-08-05
LG선릉에클라트(B),강남구,삼성동,2004,36,37500,15,2022-10-28
동일파크스위트,강남구,삼성동,2007,174,405000,12,2022-01-06
래미안라클래시,강남구,삼성동,2021,59,243000,4,2022-05-13
래미안라클래시,강남구,삼성동,2021,71,311500,22,2022-01-21
래미안라클래시,강남구,삼성동,2021,71,305000,8,2022-07-01
래미안라클래시,강남구,삼성동,2021,84,339983,23,2022-02-04
래미안라클래시,강남구,삼성동,2021,101,381220,7,2022-02-04
래미안라클래시,강남구,삼성동,2021,101,401430,20,2022-02-09
래미안라클래시,강남구,삼성동,2021,115,501750,21,2022-01-17
래미안삼성1차(103-22),강남구,삼성동,2006,114,330000,11,2022-09-27
롯데캐슬프레미어,강남구,삼성동,2007,121,318000,5,2022-04-20
미켈란107,강남구,삼성동,2003,83,205000,14,2022-01-06
삼성동롯데아파트,강남구,삼성동,2000,59,175500,16,2022-06-21
삼성동롯데아파트,강남구,삼성동,2000,91,217400,11,2022-04-18
삼성동브라운스톤레전드,강남구,삼성동,2009,201,334000,14,2022-04-07
삼성동브라운스톤레전드,강남구,삼성동,2009,219,440000,9,2022-05-24
삼성동센트럴아이파크,강남구,삼성동,2018,59,208000,20,2022-12-13
삼성동신도브래뉴,강남구,삼성동,2010,104,120000,6,2022-03-23
삼성동중앙하이츠빌리지,강남구,삼성동,2004,59,218000,3,2022-07-19
삼성동중앙하이츠빌리지,강남구,삼성동,2004,84,264000,5,2022-05-18
삼성동헤렌하우스2(82-1),강남구,삼성동,2010,217,500000,6,2022-03-11
삼성동헤렌하우스2(82-1),강남구,삼성동,2010,233,445000,6,2022-08-18
삼성동힐스테이트 1단지,강남구,삼성동,2008,26,105000,6,2022-02-11
삼성동힐스테이트 1단지,강남구,삼성동,2008,31,127500,15,2022-03-16
삼성동힐스테이트 1단지,강남구,삼성동,2008,31,124500,6,2022-05-09
